Name,id,display_name,works_api_url,h_index,works_count,country_code
maximilian pickartz,https://openalex.org/A5092994693,Maximilian Pickartz,https://api.openalex.org/works?filter=author.id:A5092994693,0.0,1.0,
christof nägel,https://openalex.org/A5038568388,Christof Nägel,https://api.openalex.org/works?filter=author.id:A5038568388,9.0,29.0,DE
gabriela juncosa,https://openalex.org/A5115087102,Gabriela Juncosa,https://api.openalex.org/works?filter=author.id:A5115087102,0.0,5.0,AT
angel sánchez,https://openalex.org/A5077285926,Ángel Sánchez,https://api.openalex.org/works?filter=author.id:A5077285926,44.0,335.0,ES
julia koltai,https://openalex.org/A5084303908,Júlia Koltai,https://api.openalex.org/works?filter=author.id:A5084303908,13.0,67.0,HU
taha yasseri,https://openalex.org/A5046908604,Taha Yasseri,https://api.openalex.org/works?filter=author.id:A5046908604,27.0,170.0,IE
gerardo iñiguez,https://openalex.org/A5086711289,Gerardo Íñiguez,https://api.openalex.org/works?filter=author.id:A5086711289,14.0,55.0,FI
yixin chen,https://openalex.org/A5100393445,Yixin Chen,https://api.openalex.org/works?filter=author.id:A5100393445,47.0,332.0,CN
maria teleki,https://openalex.org/A5093104412,Maria Teleki,https://api.openalex.org/works?filter=author.id:A5093104412,2.0,11.0,
xiangjue dong,https://openalex.org/A5067022874,Xiangjue Dong,https://api.openalex.org/works?filter=author.id:A5067022874,6.0,34.0,US
haoran liu,https://openalex.org/A5016680184,Lin Gu,https://api.openalex.org/works?filter=author.id:A5016680184,200.0,1817.0,CN
james caverlee,https://openalex.org/A5048489384,James Caverlee,https://api.openalex.org/works?filter=author.id:A5048489384,44.0,285.0,
luigi arminio,https://openalex.org/A5104939473,Luigi Arminio,https://api.openalex.org/works?filter=author.id:A5104939473,2.0,7.0,DK
homa hosseinmardi,https://openalex.org/A5011168888,Homa Hosseinmardi,https://api.openalex.org/works?filter=author.id:A5011168888,13.0,23.0,
peter carragher,https://openalex.org/A5016970390,P. Carragher,https://api.openalex.org/works?filter=author.id:A5016970390,2.0,3.0,IE
kathleen m. carley,https://openalex.org/A5085927300,Kathleen M. Carley,https://api.openalex.org/works?filter=author.id:A5085927300,80.0,881.0,
ziying chen,https://openalex.org/A5085176870,Ziying Chen,https://api.openalex.org/works?filter=author.id:A5085176870,29.0,178.0,CN
íris damião,https://openalex.org/A5075046668,Iris Damião,https://api.openalex.org/works?filter=author.id:A5075046668,1.0,1.0,PT
josé m. reis,https://openalex.org/A5006544879,Maria José Sousa,https://api.openalex.org/works?filter=author.id:A5006544879,29.0,346.0,GB
tiziano piccardi,https://openalex.org/A5071586190,Tiziano Piccardi,https://api.openalex.org/works?filter=author.id:A5071586190,10.0,65.0,US
farnaz jahanbakhsh,https://openalex.org/A5076364930,Farnaz Jahanbakhsh,https://api.openalex.org/works?filter=author.id:A5076364930,9.0,23.0,
michael s. bernstein,https://openalex.org/A5076189854,Michael S. Bernstein,https://api.openalex.org/works?filter=author.id:A5076189854,66.0,281.0,US
pranav goel,https://openalex.org/A5022638781,Pranav Goel,https://api.openalex.org/works?filter=author.id:A5022638781,8.0,37.0,US
kai-cheng yang,https://openalex.org/A5054574752,Kai‐Cheng Yang,https://api.openalex.org/works?filter=author.id:A5054574752,18.0,141.0,CN
frédéric berdoz,https://openalex.org/A5115003228,Frédéric Berdoz,https://api.openalex.org/works?filter=author.id:A5115003228,1.0,7.0,CH
dustin brunner,https://openalex.org/A5021210667,Dominik Brunner,https://api.openalex.org/works?filter=author.id:A5021210667,66.0,581.0,CH
yann vonlanthen,https://openalex.org/A5005205473,Yann Vonlanthen,https://api.openalex.org/works?filter=author.id:A5005205473,3.0,24.0,CH
roger wattenhofer,https://openalex.org/A5078339613,Roger Wattenhofer,https://api.openalex.org/works?filter=author.id:A5078339613,67.0,872.0,CH
jesus cerquides,https://openalex.org/A5014918148,Jesús Cerquides,https://api.openalex.org/works?filter=author.id:A5014918148,24.0,193.0,ES
jeffrey chan,https://openalex.org/A5068206765,Jeffrey Shi Kai Chan,https://api.openalex.org/works?filter=author.id:A5068206765,34.0,223.0,US
azadeh alavi,https://openalex.org/A5078604354,Afsáneh Alavi,https://api.openalex.org/works?filter=author.id:A5078604354,50.0,379.0,US
claire wonjeong jo,https://openalex.org/A5095383449,Claire Wonjeong Jo,https://api.openalex.org/works?filter=author.id:A5095383449,2.0,6.0,
xudong yu,https://openalex.org/A5002324213,Xudong Yu,https://api.openalex.org/works?filter=author.id:A5002324213,27.0,150.0,CN
muhammad haroon,https://openalex.org/A5056169745,Paschalis Steiropoulos,https://api.openalex.org/works?filter=author.id:A5056169745,44.0,402.0,GR
chloe eggleston,https://openalex.org/A5086659454,Chloe Eggleston,https://api.openalex.org/works?filter=author.id:A5086659454,0.0,2.0,US
christo wilson,https://openalex.org/A5072703507,Christo Wilson,https://api.openalex.org/works?filter=author.id:A5072703507,51.0,153.0,US
roberto ulloa,https://openalex.org/A5035734289,Roberto Ulloa,https://api.openalex.org/works?filter=author.id:A5035734289,13.0,85.0,DE
frank mangold,https://openalex.org/A5017437256,Frank Mangold,https://api.openalex.org/works?filter=author.id:A5017437256,9.0,33.0,DE
felix schmidt,https://openalex.org/A5057871177,Felix Schmidt,https://api.openalex.org/works?filter=author.id:A5057871177,31.0,99.0,DE
judith gilsbach,https://openalex.org/A5067566095,J.M. Gilsbach,https://api.openalex.org/works?filter=author.id:A5067566095,1.0,7.0,DE
sebastian stier,https://openalex.org/A5040957572,Sebastian Stier,https://api.openalex.org/works?filter=author.id:A5040957572,27.0,116.0,DE
tabia tanzin prama,https://openalex.org/A5038520407,Tabia Tanzin Prama,https://api.openalex.org/works?filter=author.id:A5038520407,3.0,21.0,US
chhandak bagchi,https://openalex.org/A5072564674,Chhandak Bagchi,https://api.openalex.org/works?filter=author.id:A5072564674,3.0,11.0,US
vishal kalakonnavar,https://openalex.org/A5093047656,Vishal Kalakonnavar,https://api.openalex.org/works?filter=author.id:A5093047656,1.0,2.0,US
paul krauß,https://openalex.org/A5113447436,Paul D. Krauss,https://api.openalex.org/works?filter=author.id:A5113447436,10.0,40.0,
fabrizio germano,https://openalex.org/A5007114681,Fabrizio Germano,https://api.openalex.org/works?filter=author.id:A5007114681,12.0,63.0,ES
kokil jaidka,https://openalex.org/A5079154791,Kokil Jaidka,https://api.openalex.org/works?filter=author.id:A5079154791,25.0,177.0,SG
yphtach lelkes,https://openalex.org/A5037708423,Yphtach Lelkes,https://api.openalex.org/works?filter=author.id:A5037708423,35.0,185.0,
jennifer lundquist,https://openalex.org/A5033369208,Jennifer Hickes Lundquist,https://api.openalex.org/works?filter=author.id:A5033369208,18.0,61.0,US
monideepa tarafdar,https://openalex.org/A5084265580,Monideepa Tarafdar,https://api.openalex.org/works?filter=author.id:A5084265580,48.0,224.0,US
anthony paik,https://openalex.org/A5090765519,Anthony Paik,https://api.openalex.org/works?filter=author.id:A5090765519,21.0,71.0,US
cong lin,https://openalex.org/A5100340910,Min Wang,https://api.openalex.org/works?filter=author.id:A5100340910,74.0,1144.0,CN
yifei chen,https://openalex.org/A5100606726,Yifei Chen,https://api.openalex.org/works?filter=author.id:A5100606726,45.0,305.0,CN
jiangyue chen,https://openalex.org/A5100715016,Zhong Jin,https://api.openalex.org/works?filter=author.id:A5100715016,94.0,632.0,CN
cuihua shen,https://openalex.org/A5043908500,Cuihua Shen,https://api.openalex.org/works?filter=author.id:A5043908500,31.0,94.0,US
swapneel s mehta,https://openalex.org/A5102348256,Swapneel Mehta,https://api.openalex.org/works?filter=author.id:A5102348256,1.0,6.0,
aaron d nichols,https://openalex.org/A5089395967,Aaron Nichols,https://api.openalex.org/works?filter=author.id:A5089395967,3.0,10.0,US
nina. mazar,https://openalex.org/A5040984419,Dan Ariely,https://api.openalex.org/works?filter=author.id:A5040984419,91.0,478.0,US
marshall van alstyne,https://openalex.org/A5086112254,Marshall Van Alstyne,https://api.openalex.org/works?filter=author.id:A5086112254,39.0,162.0,US
anna bertani,https://openalex.org/A5076294545,Lorenzo Bertani,https://api.openalex.org/works?filter=author.id:A5076294545,29.0,193.0,IT
alessandro cortese,https://openalex.org/A5068647614,Alessandro Lozza,https://api.openalex.org/works?filter=author.id:A5068647614,23.0,90.0,BE
federico pilati,https://openalex.org/A5008862185,Federico Pilati,https://api.openalex.org/works?filter=author.id:A5008862185,5.0,24.0,CH
pierluigi sacco,https://openalex.org/A5005219721,Pier Luigi Sacco,https://api.openalex.org/works?filter=author.id:A5005219721,33.0,291.0,IT
riccardo gallotti,https://openalex.org/A5059223686,Riccardo Gallotti,https://api.openalex.org/works?filter=author.id:A5059223686,21.0,88.0,IT
seura ha,https://openalex.org/A5115926396,Seura Ha,https://api.openalex.org/works?filter=author.id:A5115926396,0.0,1.0,
grant schoenebeck,https://openalex.org/A5073672615,Grant Schoenebeck,https://api.openalex.org/works?filter=author.id:A5073672615,19.0,119.0,US
jared r. curhan,https://openalex.org/A5058593348,Jared R. Curhan,https://api.openalex.org/works?filter=author.id:A5058593348,17.0,64.0,US
esra dönmez,https://openalex.org/A5065662308,Esra Dönmez,https://api.openalex.org/works?filter=author.id:A5065662308,5.0,40.0,TR
agnieszka falenska,https://openalex.org/A5039380414,David Vilares,https://api.openalex.org/works?filter=author.id:A5039380414,19.0,111.0,
joshua p. white,https://openalex.org/A5058989081,Joshua P. White,https://api.openalex.org/works?filter=author.id:A5058989081,13.0,46.0,
lucius caviola,https://openalex.org/A5040666037,Lucius Caviola,https://api.openalex.org/works?filter=author.id:A5040666037,22.0,107.0,GB
thomas costello,https://openalex.org/A5055631608,Thomas H. Costello,https://api.openalex.org/works?filter=author.id:A5055631608,20.0,98.0,US
michael yeomans,https://openalex.org/A5057564770,Michael Yeomans,https://api.openalex.org/works?filter=author.id:A5057564770,15.0,56.0,GB
julia minson,https://openalex.org/A5047677855,Julia A. Minson,https://api.openalex.org/works?filter=author.id:A5047677855,21.0,74.0,
hanne collins,https://openalex.org/A5056499434,David G. Rand,https://api.openalex.org/works?filter=author.id:A5056499434,97.0,566.0,US
charles dorison,https://openalex.org/A5054686259,Charles Dorison,https://api.openalex.org/works?filter=author.id:A5054686259,14.0,70.0,US
fan wenlu,https://openalex.org/A5070565287,Wenfei Fan,https://api.openalex.org/works?filter=author.id:A5070565287,58.0,297.0,CN
yuqi zhu,https://openalex.org/A5077722217,Yuqi Chang,https://api.openalex.org/works?filter=author.id:A5077722217,4.0,9.0,
wentao xu,https://openalex.org/A5022647373,Wentao Xu,https://api.openalex.org/works?filter=author.id:A5022647373,47.0,200.0,SG
wanting wang,https://openalex.org/A5084087666,Wanting Wang,https://api.openalex.org/works?filter=author.id:A5084087666,22.0,152.0,CN
haoran shi,https://openalex.org/A5085520492,Caiting Li,https://api.openalex.org/works?filter=author.id:A5085520492,61.0,268.0,CN
jianlong zhu,https://openalex.org/A5079591013,Jian‐Yong Zhu,https://api.openalex.org/works?filter=author.id:A5079591013,22.0,82.0,CN
vikram kamath cannanure,https://openalex.org/A5053796170,Vikram Kamath Cannanure,https://api.openalex.org/works?filter=author.id:A5053796170,8.0,30.0,US
alexander hartland,https://openalex.org/A5010098341,Alexander W. Hartland,https://api.openalex.org/works?filter=author.id:A5010098341,5.0,12.0,GB
giuseppe carteny,https://openalex.org/A5084480163,Giuseppe Carteny,https://api.openalex.org/works?filter=author.id:A5084480163,3.0,27.0,DE
rosa m. navarrete,https://openalex.org/A5010084651,Rosa M. Navarrete,https://api.openalex.org/works?filter=author.id:A5010084651,7.0,21.0,US
daniela braun,https://openalex.org/A5033314506,Daniela A. Braun,https://api.openalex.org/works?filter=author.id:A5033314506,38.0,77.0,DE
ingmar weber,https://openalex.org/A5033656008,Ingmar Weber,https://api.openalex.org/works?filter=author.id:A5033656008,49.0,377.0,
emma harvey,https://openalex.org/A5004497016,Sheila Fisher,https://api.openalex.org/works?filter=author.id:A5004497016,58.0,168.0,US
rene f kizilcec,https://openalex.org/A5071778778,René F. Kizilcec,https://api.openalex.org/works?filter=author.id:A5071778778,35.0,187.0,
burint bevis,https://openalex.org/A5100281412,Burint Bevis,https://api.openalex.org/works?filter=author.id:A5100281412,0.0,2.0,
juliana schroeder,https://openalex.org/A5068331353,Juliana Schroeder,https://api.openalex.org/works?filter=author.id:A5068331353,30.0,132.0,US
astha verma,https://openalex.org/A5101618291,Astha Verma,https://api.openalex.org/works?filter=author.id:A5101618291,11.0,55.0,IN
pratyush yadav,https://openalex.org/A5035232681,Pratyush Yadav,https://api.openalex.org/works?filter=author.id:A5035232681,3.0,5.0,
anku rani,https://openalex.org/A5110627453,Anku Rani,https://api.openalex.org/works?filter=author.id:A5110627453,5.0,21.0,
valdemar danry,https://openalex.org/A5001522776,Valdemar Danry,https://api.openalex.org/works?filter=author.id:A5001522776,9.0,26.0,US
andrew lippman,https://openalex.org/A5113714609,Andrew Lippman,https://api.openalex.org/works?filter=author.id:A5113714609,32.0,148.0,
patricia maes,https://openalex.org/A5081457786,Pattie Maes,https://api.openalex.org/works?filter=author.id:A5081457786,59.0,340.0,US
carlo romano marcello alessandro santagiustina,https://openalex.org/A5072805217,Carlo Romano Marcello Alessandro Santagiustina,https://api.openalex.org/works?filter=author.id:A5072805217,4.0,26.0,IT
hoan huu le,https://openalex.org/A5101790224,Huu Thinh Nguyen,https://api.openalex.org/works?filter=author.id:A5101790224,14.0,81.0,KR
ryosuke harakawa,https://openalex.org/A5023942291,Ryosuke Harakawa,https://api.openalex.org/works?filter=author.id:A5023942291,9.0,73.0,JP
celina kacperski,https://openalex.org/A5049587610,Celina Kacperski,https://api.openalex.org/works?filter=author.id:A5049587610,10.0,64.0,DE
denis bonnay,https://openalex.org/A5058810080,Denis Bonnay,https://api.openalex.org/works?filter=author.id:A5058810080,12.0,72.0,FR
peter selb,https://openalex.org/A5048966126,Peter Selb,https://api.openalex.org/works?filter=author.id:A5048966126,20.0,93.0,DE
chun-ming lai,https://openalex.org/A5080976106,Ming-Chun Lai,https://api.openalex.org/works?filter=author.id:A5080976106,9.0,18.0,CN
anita keshmirian,https://openalex.org/A5002117379,Anita Keshmirian,https://api.openalex.org/works?filter=author.id:A5002117379,3.0,7.0,
razan baltaji,https://openalex.org/A5065168968,Hamza Samouh,https://api.openalex.org/works?filter=author.id:A5065168968,12.0,28.0,US
hadi asghari,https://openalex.org/A5003520539,Hadi Asghari-Moghaddam,https://api.openalex.org/works?filter=author.id:A5003520539,7.0,12.0,US
babak hemmatian,https://openalex.org/A5043382223,Babak Hemmatian,https://api.openalex.org/works?filter=author.id:A5043382223,6.0,32.0,US
faezeh fadaei,https://openalex.org/A5124811732,Faezeh Fadaei,https://api.openalex.org/works?filter=author.id:A5124811732,0.0,4.0,
indira sen,https://openalex.org/A5025695582,Indira Sen,https://api.openalex.org/works?filter=author.id:A5025695582,20.0,54.0,DE
georg ahnert,https://openalex.org/A5022685582,Georg Ahnert,https://api.openalex.org/works?filter=author.id:A5022685582,1.0,8.0,DE
markus strohmaier,https://openalex.org/A5071422618,Markus Strohmaier,https://api.openalex.org/works?filter=author.id:A5071422618,36.0,334.0,DE
jana lasser,https://openalex.org/A5084657226,Peter Klimek,https://api.openalex.org/works?filter=author.id:A5084657226,31.0,228.0,SE
leon klingborg,https://openalex.org/A5059922845,Leon Klingborg,https://api.openalex.org/works?filter=author.id:A5059922845,1.0,2.0,SE
leonard stellbrink,https://openalex.org/A5092430399,Leonard Stellbrink,https://api.openalex.org/works?filter=author.id:A5092430399,1.0,5.0,
maged mortaga,https://openalex.org/A5072882377,Maged Mortaga,https://api.openalex.org/works?filter=author.id:A5072882377,1.0,1.0,DE
hendrik nunner,https://openalex.org/A5090160801,Hendrik Nunner,https://api.openalex.org/works?filter=author.id:A5090160801,6.0,24.0,NL
andré calero valdez,https://openalex.org/A5004787389,André Calero Valdez,https://api.openalex.org/works?filter=author.id:A5004787389,26.0,180.0,DE
laura fürsich,https://openalex.org/A5094065676,Laura Fürsich,https://api.openalex.org/works?filter=author.id:A5094065676,1.0,2.0,SE
bufan gao,https://openalex.org/A5090110425,Bufan Gao,https://api.openalex.org/works?filter=author.id:A5090110425,1.0,9.0,CN
xuechunzi bai,https://openalex.org/A5014394213,Xuechunzi Bai,https://api.openalex.org/works?filter=author.id:A5014394213,13.0,46.0,US
